Year_-1,Year_0,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8,Year_9,Year_10,Year_11,Year_12,Year_13,Year_14,Year_15,Year_16,Year_17,Year_18,Year_19,Year_20,Year_21,Year_22
-0.023148179,0.021791935,-0.13624355,-0.14851636,-0.11355102,-0.0941174,-0.06906712,-0.1158182,-0.09686166,-0.12425095,-0.07055092,-0.10783476,-0.06681812,-0.037151515,-0.012883425,-0.028262854,-0.034287393,-0.037401617,-0.049244344,-0.008833766,-0.04601139,-0.04624033,0.03189999,-0.038797617
-0.07366693,-0.0379467,-0.22781155,-0.19621572,-0.1800063,-0.17127761,-0.13959518,-0.15872759,-0.18178055,-0.19759959,-0.11800873,-0.16029602,-0.14839369,-0.13066918,-0.111739516,-0.10474211,-0.08105081,-0.09924179,-0.073717535,-0.118240476,-0.061698437,-0.07317042,-0.036934912,-0.07913339
0.015955508,0.00028318167,-0.13775527,-0.15032208,-0.10678923,-0.08396149,-0.10121864,-0.07067281,-0.076990485,-0.06984812,-0.044956148,-0.06520468,-0.036484182,-0.03311336,0.0029472113,-0.009851575,-0.020416975,-0.010565579,-0.017596543,-0.007049024,-0.010990262,0.015891194,,
0.00955987,0.0025926828,-0.14732146,-0.13019443,-0.118848145,-0.09224868,-0.0988462,-0.08827776,-0.0821687,-0.10201138,-0.07362884,-0.066535234,-0.05938196,-0.063005805,-0.004403949,-0.01718992,-0.04615158,-0.03500098,-0.02762711,-0.00897032,-0.042393386,-0.018497944,,
0.0039583445,-0.00041919947,-0.047771692,-0.068923056,-0.051123083,-0.031024337,-0.0343889,-0.020982623,-0.029060185,-0.018560767,-0.03420341,-0.035974443,-0.01999706,-0.020581245,-0.019277036,-0.014124751,-0.020539045,-0.018131077,-0.014290392,-0.015888333,-0.016976595,-0.0058381557,,
-0.042067826,-0.04256761,-0.09978503,-0.083434284,-0.061095834,-0.06812769,-0.07912612,-0.066061735,-0.0598858,-0.080578506,-0.058959424,-0.07044023,-0.07654607,-0.048198223,-0.049740314,-0.066753745,-0.06321859,-0.042655766,-0.037837267,-0.07041615,-0.04015714,-0.0054549575,-0.04474461,-0.04448378
-0.045760453,-0.04152769,-0.16869473,-0.1332258,-0.118792,-0.12405008,-0.11506671,-0.105760396,-0.11185169,-0.093860686,-0.11007565,-0.09632087,-0.10831225,-0.0724659,-0.06889886,-0.08981317,-0.08910245,-0.06848961,-0.062127233,-0.10160643,-0.04792279,-0.015008509,-0.055878043,-0.07012653
-0.031529903,-0.031963468,-0.17491919,-0.13216436,-0.11707014,-0.12743968,-0.10551441,-0.10421914,-0.11112857,-0.077513516,-0.11034244,-0.08863437,-0.10588944,-0.06376535,-0.056684315,-0.080192566,-0.082042694,-0.05934477,-0.054786682,-0.101127446,-0.030207872,-0.020829022,-0.046108246,-0.05937141
-0.023527145,-0.025944352,-0.1656254,-0.13044769,-0.11544669,-0.12790352,-0.093649685,-0.101421654,-0.09883022,-0.08096397,-0.09560138,-0.08708978,-0.092446506,-0.059164703,-0.04959804,-0.08096075,-0.078194916,-0.058642685,-0.03888911,0.00079876184,-0.028325379,-0.034684837,-0.056191564,-0.045077622
-0.0048058033,-0.008952022,-0.16820359,-0.13248357,-0.12326038,-0.12261695,-0.096725345,-0.100147665,-0.09338379,-0.07613015,-0.08621472,-0.085069895,-0.0924989,-0.06847346,-0.053464234,-0.08630413,-0.07525146,-0.057409346,-0.039365888,0.02947414,-0.04838586,-0.04180938,-0.06064278,-0.03667128
