fire_year,recovery_years,frp_intensity,burned_area_size,burn_history_years
2002.0,23.0,112.18975830078125,250540.77086926653,-1.0
2002.0,21.0,608.6591796875,501081.54173853307,-1.0
2002.0,21.0,692.560791015625,501081.54173853307,-1.0
2002.0,21.0,52.300000000000004,501081.54173853307,-1.0
2002.0,21.0,49.31073608398438,501081.54173853307,-1.0
2002.0,21.0,49.04872741699219,125270.38543463327,-1.0
2002.0,23.0,4.5259960174560545,250540.77086926653,-1.0
2002.0,23.0,5.209722518920898,375811.16421126504,-1.0
2002.0,21.0,102.67708740234376,375811.16421126504,-1.0
2002.0,21.0,140.45440673828125,501081.54173853307,-1.0
2002.0,21.0,51.84898681640625,501081.54173853307,-1.0
2002.0,21.0,52.300000000000004,501081.54173853307,-1.0
2002.0,21.0,52.300000000000004,501081.54173853307,-1.0
2002.0,21.0,52.161187744140626,501081.54173853307,-1.0
2002.0,21.0,52.14024658203125,501081.54173853307,-1.0
2002.0,23.0,25.487361145019534,250540.77086926653,-1.0
2002.0,23.0,29.337796020507813,501081.54173853307,-1.0
2002.0,23.0,331.20419921875003,501081.54173853307,-1.0
2002.0,23.0,381.32993164062503,501081.54173853307,-1.0
2002.0,21.0,382.0135498046875,501081.54173853307,-1.0
2002.0,23.0,125.73262939453126,501081.54173853307,-1.0
2002.0,23.0,41.078649902343756,501081.54173853307,-1.0
2002.0,23.0,28.30312194824219,501081.54173853307,-1.0
2002.0,23.0,45.906106567382814,501081.54173853307,-1.0
2002.0,23.0,48.68196411132813,501081.54173853307,-1.0
2002.0,21.0,48.7,501081.54173853307,-1.0
2002.0,21.0,15.154180908203125,501081.54173853307,-1.0
2002.0,21.0,10.23140106201172,501081.54173853307,-1.0
2002.0,21.0,10.252342224121094,501081.54173853307,-1.0
2002.0,21.0,17.974641418457033,501081.54173853307,-1.0
2002.0,21.0,19.139688110351564,501081.54173853307,-1.0
2002.0,23.0,1.1833029747009278,501081.54173853307,-1.0
2002.0,23.0,1.3620673179626466,501081.54173853307,-1.0
2002.0,23.0,40.86457214355469,501081.54173853307,-1.0
2002.0,23.0,46.83184509277344,501081.54173853307,-1.0
2002.0,23.0,91.54603271484376,501081.54173853307,-1.0
2002.0,23.0,91.53788452148439,501081.54173853307,-1.0
2002.0,23.0,90.37543945312501,501081.54173853307,-1.0
2002.0,23.0,87.78295288085938,501081.54173853307,-1.0
2002.0,23.0,87.4181884765625,501081.54173853307,-1.0
2002.0,23.0,36.17355041503907,501081.54173853307,-1.0
2002.0,23.0,28.440579223632813,375811.16421126504,-1.0
2002.0,21.0,46.0438232421875,501081.54173853307,-1.0
2002.0,21.0,47.14256591796875,501081.54173853307,-1.0
2002.0,21.0,46.907571411132814,501081.54173853307,-1.0
2002.0,21.0,13.361259460449219,501081.54173853307,-1.0
2002.0,23.0,0.0,501081.54173853307,-1.0
2002.0,23.0,1.1831974029541017,501081.54173853307,-1.0
2002.0,23.0,1.3619319915771486,501081.54173853307,-1.0
2002.0,23.0,278.8079833984375,501081.54173853307,-1.0
2002.0,23.0,320.71591796875003,501081.54173853307,-1.0
2002.0,23.0,320.71591796875003,501081.54173853307,-1.0
2002.0,23.0,320.71591796875003,501081.54173853307,-1.0
2002.0,23.0,320.71591796875003,501081.54173853307,-1.0
2002.0,23.0,307.68095703125005,501081.54173853307,-1.0
2002.0,23.0,91.77184448242188,501081.54173853307,-1.0
2002.0,23.0,90.26210937500001,501081.54173853307,-1.0
2002.0,23.0,90.26210937500001,501081.54173853307,-1.0
2002.0,23.0,90.20814208984376,501081.54173853307,-1.0
2002.0,23.0,90.2,501081.54173853307,-1.0
2002.0,23.0,0.0,501081.54173853307,-1.0
2002.0,23.0,0.0,501081.54173853307,-1.0
2002.0,23.0,12.22785110473633,501081.54173853307,-1.0
2002.0,23.0,14.074855041503907,501081.54173853307,-1.0
2002.0,23.0,277.511279296875,250540.77086926653,-1.0
2002.0,23.0,317.3,125270.38543463327,-1.0
2002.0,23.0,317.3,501081.54173853307,-1.0
2002.0,23.0,316.6949462890625,501081.54173853307,-1.0
2002.0,23.0,74.16742553710938,501081.54173853307,-1.0
2002.0,23.0,78.92342529296876,375811.16421126504,-1.0
2002.0,23.0,88.72120361328126,501081.54173853307,-1.0
2002.0,23.0,90.2,375811.16421126504,-1.0
2002.0,23.0,39.518994140625004,125270.38543463327,-1.0
2002.0,23.0,45.48876037597657,250540.77086926653,-1.0
2002.0,23.0,45.48876037597657,125270.38543463327,-1.0
2002.0,23.0,88.4227294921875,0.0,-1.0
2002.0,23.0,88.4227294921875,375811.16421126504,-1.0
2002.0,23.0,102.55142822265626,375811.16421126504,-1.0
2002.0,23.0,102.76898193359375,125270.38543463327,-1.0
2002.0,21.0,44.93499755859375,501081.54173853307,-1.0
2002.0,23.0,77.80000000000001,0.0,-1.0
2002.0,23.0,77.80000000000001,250540.77086926653,-1.0
2002.0,23.0,86.42316894531251,501081.54173853307,-1.0
2002.0,23.0,79.43534545898439,501081.54173853307,-1.0
2002.0,23.0,100.69129638671876,501081.54173853307,-1.0
2002.0,23.0,103.9,501081.54173853307,-1.0
2002.0,21.0,103.9,125270.38543463327,-1.0
2002.0,21.0,103.9,0.0,-1.0
2002.0,23.0,169.176025390625,0.0,-1.0
2002.0,23.0,169.3517578125,0.0,-1.0
2002.0,23.0,247.9781494140625,0.0,-1.0
2002.0,23.0,259.852294921875,501081.54173853307,-1.0
2002.0,23.0,102.09973754882813,501081.54173853307,-1.0
2002.0,23.0,86.90023193359376,501081.54173853307,-1.0
2002.0,23.0,97.56519165039063,501081.54173853307,-1.0
2002.0,23.0,96.26631469726563,501081.54173853307,-1.0
2002.0,23.0,101.91242675781251,501081.54173853307,-1.0
2002.0,23.0,103.75111083984376,501081.54173853307,-1.0
2002.0,21.0,103.9,375811.16421126504,-1.0
2002.0,21.0,103.9,0.0,-1.0
2002.0,21.0,103.9,0.0,-1.0
2002.0,23.0,177.24810791015625,0.0,-1.0
2002.0,23.0,177.7990478515625,375811.16421126504,-1.0
2002.0,23.0,249.107177734375,501081.54173853307,-1.0
2002.0,23.0,97.10000000000001,501081.54173853307,-1.0
2002.0,23.0,97.10000000000001,375811.16421126504,-1.0
2002.0,21.0,97.36196899414062,250540.77086926653,-1.0
2002.0,21.0,97.40151367187501,375811.16421126504,-1.0
2002.0,23.0,177.24779052734377,501081.54173853307,-1.0
2002.0,23.0,177.79863281250002,501081.54173853307,-1.0
2002.0,23.0,52.088232421875006,501081.54173853307,-1.0
2002.0,21.0,52.088232421875006,125270.38543463327,-1.0
2002.0,23.0,177.24746093750002,375811.16421126504,-1.0
2002.0,23.0,177.7982177734375,501081.54173853307,-1.0
2002.0,23.0,248.019970703125,501081.54173853307,-1.0
2002.0,23.0,77.36498413085938,125270.38543463327,-1.0
2002.0,23.0,50.0,0.0,-1.0
2002.0,12.0,229.5008544921875,0.0,-1.0
2002.0,12.0,229.408203125,2115.4556866311164,-1.0
2002.0,23.0,229.408203125,2115.4556866311164,-1.0
2002.0,19.0,14.74452362060547,2820.607582174822,-1.0
2002.0,19.0,26.628570556640625,2820.607582174822,-1.0
2002.0,19.0,36.472067260742186,2820.607582174822,-1.0
2002.0,19.0,37.683572387695314,2820.607582174822,-1.0
2002.0,19.0,212.64306640625,2115.4556866311164,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,126.20510253906251,2820.607582174822,-1.0
2002.0,19.0,137.27723388671876,2820.607582174822,-1.0
2002.0,19.0,217.56740722656252,2820.607582174822,-1.0
2002.0,19.0,237.6886962890625,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,23.0,57.577685546875,2820.607582174822,-1.0
2002.0,23.0,58.084649658203126,2820.607582174822,-1.0
2002.0,6.0,135.0138916015625,2820.607582174822,-1.0
2002.0,19.0,146.5594482421875,2820.607582174822,-1.0
2002.0,19.0,226.8508056640625,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,238.9,2820.607582174822,-1.0
2002.0,19.0,46.871185302734375,2115.4556866311164,-1.0
2002.0,19.0,47.378063964843754,2115.4556866311164,-1.0
2002.0,6.0,51.081338500976564,2820.607582174822,-1.0
2002.0,6.0,51.6370849609375,2820.607582174822,-1.0
2002.0,6.0,53.71505126953125,2820.607582174822,-1.0
2002.0,6.0,54.02686157226563,2820.607582174822,-1.0
2002.0,6.0,43.0,2820.607582174822,-1.0
2002.0,6.0,43.0,2820.607582174822,-1.0
2002.0,6.0,43.09583129882813,2820.607582174822,-1.0
2002.0,6.0,43.11021118164063,2820.607582174822,-1.0
2002.0,6.0,25.506672668457032,2820.607582174822,-1.0
2002.0,23.0,36.0,3217.7372086012365,-1.0
2002.0,23.0,41.44984741210938,3217.7372086012365,-1.0
2002.0,23.0,41.7,2413.3029064509274,-1.0
2002.0,23.0,41.7,3217.7372086012365,-1.0
2002.0,23.0,40.10735168457032,3217.7372086012365,-1.0
2002.0,23.0,39.870120239257815,3217.7372086012365,-1.0
2002.0,23.0,191.79250488281252,804.4343021503091,-1.0
2002.0,23.0,192.00244140625,3217.7372086012365,-1.0
2002.0,23.0,192.00244140625,3217.7372086012365,-1.0
2002.0,23.0,192.00244140625,3217.7372086012365,-1.0
2002.0,23.0,174.24337158203127,3217.7372086012365,-1.0
2002.0,23.0,198.9,3217.7372086012365,-1.0
2002.0,23.0,77.53246459960938,3217.7372086012365,-1.0
2002.0,23.0,77.1798583984375,3217.7372086012365,-1.0
2002.0,23.0,2868.1068359375004,1608.8686043006182,-1.0
2002.0,23.0,148.4977783203125,3217.7372086012365,-1.0
2002.0,23.0,120.726806640625,3217.7372086012365,-1.0
2002.0,23.0,55.98201904296875,3217.7372086012365,-1.0
2002.0,23.0,43.97247314453125,3217.7372086012365,-1.0
2002.0,23.0,899.5586914062501,1608.8686043006182,-1.0
2002.0,23.0,1167.0282226562501,3217.7372086012365,-1.0
2002.0,23.0,886.0723632812501,3217.7372086012365,-1.0
2002.0,23.0,882.8507812500001,3217.7372086012365,-1.0
2002.0,23.0,411.417236328125,3217.7372086012365,-1.0
2002.0,23.0,332.854248046875,3217.7372086012365,-1.0
2002.0,23.0,149.69345703125,3217.7372086012365,-1.0
2002.0,23.0,119.62971191406251,3217.7372086012365,-1.0
2002.0,23.0,3023.7113281250004,3217.7372086012365,-1.0
2002.0,23.0,3036.12890625,3217.7372086012365,-1.0
2002.0,23.0,3004.423046875,3217.7372086012365,-1.0
2002.0,23.0,2919.8408203125,3217.7372086012365,-1.0
2002.0,23.0,2907.944921875,3217.7372086012365,-1.0
2002.0,23.0,1002.15576171875,3217.7372086012365,-1.0
2002.0,23.0,696.66298828125,3217.7372086012365,-1.0
2002.0,23.0,693.4419921875001,1608.8686043006182,-1.0
2002.0,23.0,196.59642333984377,1608.8686043006182,-1.0
2002.0,6.0,10.89364242553711,1388.1686047948285,-1.0
2002.0,6.0,12.52868881225586,1388.1686047948285,-1.0
2002.0,6.0,0.0,1041.1264535961213,-1.0
2002.0,6.0,0.48992781639099126,1388.1686047948285,-1.0
2002.0,6.0,0.563461971282959,1388.1686047948285,-1.0
2002.0,6.0,13.470149230957032,1388.1686047948285,-1.0
2002.0,6.0,15.407186889648438,1388.1686047948285,-1.0
2002.0,6.0,33.28011779785157,1388.1686047948285,-1.0
2002.0,6.0,11.577314758300782,1388.1686047948285,-1.0
2002.0,6.0,8.809912109375,1388.1686047948285,-1.0
2002.0,6.0,1.6490936279296875,1388.1686047948285,-1.0
2002.0,6.0,2.7432180404663087,1388.1686047948285,-1.0
2002.0,23.0,104.31179199218751,2007.3382820260647,-1.0
2002.0,23.0,86.97726440429688,2007.3382820260647,-1.0
2002.0,23.0,34.349081420898436,2007.3382820260647,-1.0
2002.0,23.0,0.0,0.0,-1.0
2002.0,23.0,0.0,0.0,-1.0
2002.0,23.0,0.0,0.0,-1.0
2002.0,4.0,8.085240936279297,0.0,-1.0
2002.0,23.0,3.8306735992431644,0.0,-1.0
2002.0,23.0,3.0826446533203127,0.0,-1.0
2002.0,23.0,14.751850891113282,491.7464404501267,-1.0
2002.0,23.0,14.751850891113282,491.7464404501267,-1.0
2002.0,23.0,14.751850891113282,491.7464404501267,-1.0
2002.0,23.0,35.902059936523436,0.0,-1.0
2002.0,23.0,36.1,0.0,-1.0
2002.0,23.0,31.58814392089844,0.0,-1.0
2002.0,23.0,0.0,177.92275986814468,-1.0
2002.0,23.0,22.91000671386719,0.0,-1.0
2002.0,23.0,24.400000000000002,0.0,-1.0
2002.0,23.0,12.638535308837891,0.0,-1.0
2002.0,23.0,1.0049915313720703,6.33484973535037,-1.0
2002.0,18.0,32.326873779296875,1513.8084836144567,15.0
2002.0,18.0,32.5,1513.8084836144567,3.0
2002.0,18.0,11.022023010253907,1513.8084836144567,3.0
2002.0,18.0,31.140313720703126,1513.8084836144567,3.0
2002.0,18.0,34.130026245117186,1513.8084836144567,3.0
2002.0,18.0,10.100000000000001,1513.8084836144567,3.0
2002.0,18.0,10.963560485839844,1513.8084836144567,3.0
2002.0,18.0,37.4,756.9042418072283,3.0
2002.0,18.0,37.4,1513.8084836144567,3.0
2002.0,18.0,37.4,1135.3563009345517,3.0
2002.0,18.0,37.4,756.9042418072283,3.0
2002.0,23.0,25.90784912109375,768.0067385577954,-1.0
2002.0,23.0,29.771746826171878,1024.0089847437273,-1.0
2002.0,23.0,29.797427368164065,1024.0089847437273,-1.0
2002.0,23.0,1.217343044281006,256.0022461859318,-1.0
2002.0,23.0,68.86663208007813,1024.0089847437273,-1.0
2002.0,23.0,79.15371704101562,1024.0089847437273,-1.0
2002.0,23.0,35.052590942382814,1024.0089847437273,-1.0
2002.0,23.0,27.51046142578125,512.0044923718636,-1.0
2002.0,23.0,0.0,0.0,-1.0
2002.0,23.0,2.901192855834961,768.0067385577954,-1.0
2002.0,23.0,3.334997940063477,1024.0089847437273,-1.0
2002.0,23.0,69.09287109375,1024.0089847437273,-1.0
2002.0,23.0,78.92464599609376,768.0067385577954,-1.0
2002.0,23.0,38.37070922851563,0.0,-1.0
2002.0,23.0,44.10858764648438,0.0,-1.0
2002.0,23.0,44.10858764648438,256.0022461859318,-1.0
2002.0,23.0,32.51378479003906,1024.0089847437273,-1.0
2002.0,23.0,79.0,72.1521747725397,-1.0
2002.0,23.0,78.93550415039063,144.3043495450794,-1.0
2002.0,23.0,78.926123046875,288.6086990901588,-1.0
2002.0,23.0,180.362255859375,288.6086990901588,-1.0
2002.0,23.0,78.05902099609375,288.6086990901588,-1.0
2002.0,19.0,222.228857421875,1762.2383774086575,-1.0
2002.0,23.0,124.2,0.0,-1.0
2002.0,23.0,124.2,581.8740949773404,-1.0
2002.0,23.0,119.76102294921876,775.832126636454,-1.0
2002.0,23.0,27.075503540039065,1875.4382410066075,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,217.818115234375,0.0,-1.0
2002.0,11.0,70.97817382812501,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,77.72915039062501,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,223.9,0.0,-1.0
2002.0,11.0,218.063916015625,0.0,-1.0
2002.0,11.0,77.1261474609375,0.0,-1.0
2002.0,11.0,58.99335327148438,0.0,-1.0
2002.0,11.0,20.160308837890625,15.188813055059972,-1.0
2002.0,11.0,21.094122314453127,7.594406527529986,-1.0
2002.0,11.0,34.337075805664064,0.0,11.0
2002.0,11.0,35.83383483886719,0.0,-1.0
2002.0,11.0,35.83383483886719,0.0,-1.0
2002.0,11.0,53.019726562500004,0.0,-1.0
2002.0,11.0,55.5140625,0.0,-1.0
2002.0,11.0,60.795629882812506,0.0,-1.0
2002.0,11.0,61.5621337890625,0.0,-1.0
2002.0,11.0,61.5621337890625,0.0,-1.0
2002.0,11.0,16.191810607910156,0.0,-1.0
2002.0,11.0,26.503338623046876,0.0,-1.0
2002.0,11.0,28.71579284667969,0.0,-1.0
2002.0,23.0,46.0057373046875,0.0,-1.0
2002.0,23.0,48.71997680664063,0.0,-1.0
2002.0,11.0,48.75190124511719,0.0,-1.0
2002.0,23.0,54.03355102539063,0.0,-1.0
2002.0,23.0,50.47977905273438,0.0,-1.0
2002.0,23.0,54.444250488281256,0.0,-1.0
2002.0,11.0,54.548126220703125,0.0,-1.0
2002.0,23.0,252.85976562500002,3007.4472554029544,-1.0
2002.0,23.0,134.0158203125,3007.4472554029544,-1.0
2002.0,23.0,117.04984130859376,2255.5853179996343,-1.0
2002.0,23.0,137.98065185546875,1503.7236277014772,-1.0
2002.0,23.0,233.8421142578125,3007.4472554029544,-1.0
2002.0,23.0,259.40000000000003,3007.4472554029544,-1.0
2002.0,23.0,259.40000000000003,3007.4472554029544,-1.0
2002.0,23.0,254.54443359375,3007.4472554029544,-1.0
2002.0,23.0,253.826123046875,3007.4472554029544,-1.0
2002.0,23.0,528.026171875,3007.4472554029544,-1.0
2002.0,23.0,528.026171875,3007.4472554029544,-1.0
2002.0,23.0,528.026171875,3007.4472554029544,-1.0
2002.0,23.0,294.0174560546875,3007.4472554029544,-1.0
2002.0,23.0,254.54494628906252,3007.4472554029544,-1.0
2002.0,23.0,142.174072265625,3007.4472554029544,-1.0
2002.0,23.0,142.3,3007.4472554029544,-1.0
2002.0,23.0,539.0,1503.7236277014772,-1.0
2002.0,23.0,529.441455078125,3007.4472554029544,-1.0
2002.0,23.0,294.0164306640625,3007.4472554029544,-1.0
2002.0,23.0,255.3967041015625,3007.4472554029544,-1.0
2002.0,23.0,254.804541015625,1503.7236277014772,-1.0
2002.0,23.0,156.79630126953126,3007.4472554029544,-1.0
2002.0,23.0,207.929052734375,0.0,-1.0
2002.0,23.0,204.66896972656252,751.8618138507386,-1.0
2002.0,23.0,200.80507812500002,0.0,-1.0
2002.0,23.0,205.85722656250002,1503.7236277014772,-1.0
2002.0,23.0,206.60000000000002,3007.4472554029544,-1.0
2002.0,23.0,206.60000000000002,3007.4472554029544,-1.0
2002.0,23.0,206.60000000000002,2255.5853179996343,-1.0
2002.0,23.0,291.68540039062503,751.8618138507386,-1.0
2002.0,23.0,325.3510986328125,3007.4472554029544,-1.0
2002.0,23.0,325.3510986328125,3007.4472554029544,-1.0
2002.0,23.0,325.3510986328125,3007.4472554029544,-1.0
2002.0,23.0,325.3510986328125,2255.5853179996343,-1.0
2002.0,23.0,67.7844970703125,0.0,-1.0
2002.0,23.0,296.56564941406253,3007.4472554029544,-1.0
2002.0,23.0,330.20000000000005,3007.4472554029544,-1.0
2002.0,23.0,330.20000000000005,3007.4472554029544,-1.0
2002.0,23.0,330.20000000000005,1503.7236277014772,-1.0
2002.0,23.0,555.222314453125,0.0,-1.0
2002.0,23.0,564.5058105468751,1503.7236277014772,-1.0
2002.0,23.0,565.87890625,3007.4472554029544,-1.0
2002.0,23.0,565.87890625,3007.4472554029544,-1.0
2002.0,23.0,565.87890625,2255.5853179996343,-1.0
2002.0,23.0,575.5,3007.4472554029544,-1.0
2002.0,23.0,575.5,3007.4472554029544,-1.0
2002.0,23.0,575.5,3007.4472554029544,-1.0
2002.0,23.0,575.5,3007.4472554029544,-1.0
2002.0,23.0,567.119287109375,3007.4472554029544,-1.0
2002.0,23.0,145.93212890625,3007.4472554029544,-1.0
2002.0,23.0,145.93212890625,3007.4472554029544,-1.0
2002.0,23.0,234.235791015625,3007.4472554029544,-1.0
2002.0,23.0,247.295166015625,3007.4472554029544,-1.0
2002.0,23.0,247.295166015625,3007.4472554029544,-1.0
2002.0,23.0,135.47005615234374,3007.4472554029544,-1.0
2002.0,23.0,128.4,2255.5853179996343,-1.0
2002.0,23.0,128.4,3007.4472554029544,-1.0
2002.0,23.0,132.003564453125,3007.4472554029544,-1.0
2002.0,23.0,132.5364990234375,3007.4472554029544,-1.0
2002.0,23.0,220.84145507812502,3007.4472554029544,-1.0
2002.0,23.0,229.3365478515625,3007.4472554029544,-1.0
2002.0,23.0,228.6617431640625,2255.5853179996343,-1.0
2002.0,23.0,128.4,1503.7236277014772,-1.0
2002.0,23.0,128.4,1503.7236277014772,-1.0
2002.0,23.0,216.7049072265625,3007.4472554029544,-1.0
2002.0,23.0,233.3671630859375,3007.4472554029544,-1.0
2002.0,23.0,233.9,3007.4472554029544,-1.0
2002.0,23.0,137.89310302734376,751.8618138507386,-1.0
2002.0,23.0,616.1830566406251,37368.71747478292,-1.0
2002.0,23.0,616.1830566406251,0.0,-1.0
2002.0,18.0,450.17929687500003,0.0,-1.0
2002.0,18.0,494.82651367187503,149474.86989913168,-1.0
2002.0,18.0,497.12290039062503,149474.86989913168,-1.0
2002.0,18.0,258.3658935546875,74737.43494956584,-1.0
2002.0,18.0,259.50681152343753,149474.86989913168,-1.0
